CL, 20110920, NYMEX, 2011-08-15 00:00, 2011-09-02 11:00
GC, 20111027, NYMEX, 2011-07-29 00:00, 2011-09-02 11:00
ZS, 20110914, ECBOT, 2011-06-26 00:00, 2011-09-02 11:00

