CL, 20110822, NYMEX, 2011-07-15 00:00, 2011-07-29 18:55
ZC, 20110914, ECBOT, 2011-06-24 00:00, 2011-07-29 18:55
ZS, 20110812, ECBOT, 2011-06-24 00:00, 2011-07-29 18:55
ZW, 20110914, ECBOT, 2011-06-24 00:00, 2011-07-29 18:55


